# chem_formula, target, reference LZL obtained from Supercon database
Sr0.88La0.12Cu1O1.97,42.40
V75Si2.57Ga22.4,13.32
Cu0.7Nb0.29Ta0.01,9.25
Ba7.7Eu0.3Al5Si41,4.50
Ru0.445V0.555,3.48
Bi2Sr2Cu1O6.16,10.00
Rh0.04Ru0.05Ti0.91,3.50
Ba1Fe2As0.74P1.26,7.73
Ba8Si39Al7,4.00
Ba0.62K0.38Bi1O3.1,29.50
Hg0.75Ba2.07Ca2.07Cu3.11O8.223,133.40
Ba0.9Na0.1Ti2Sb2O1,4.24
Ca1.825Na0.175Cu1Br1Cl1O2,23.00
Y1Pd3B3C0.3,22.00
Bi2Sr2Ca0.5Y0.5Cu2O8.33,40.00
Er1Ni1.92Fe0.08B2C1,4.63
Y0.4Pr0.6Ba1.5Ca0.5Cu3O7,26.70
La1Sn2,3.60
Dy1Ba2Cu2.92Zn0.08O7,60.60
V75Si20Ga5,12.33
Y1Ba2Cu2.901Zn0.099O7,37.50
Y1Ba1.75La0.25Cu2.75Al0.25O,81.00
Gd1Ba2Cu2.98Zn0.02O7,86.30
Pr1.7575Y0.0925Ce0.15Cu1O4,14.50
La1F0.5Bi1Se2O0.5,3.95
Er1Ba2Cu2.79Zn0.03Fe0.18O6.97,44.00
Sr2Ca1Cu2F2O4.6,99.00
B1Mo1.75Ta0.25,3.05
Sm1.665Gd0.185Ce0.15Cu1O4,13.00
Pb1Ta1S3,3.11
Sm1Ba2Cu3O6.62,34.20
Nb0.4Ru0.6,2.50
M1Ti1Se2,2.80
La2Cu1O4.047,29.70
Tl2Ba2Ca0.85Y0.15Cu1.88Co0.12O8,61.60
Mo0.006U0.944,1.20
Y1Ir1.5Os0.5,2.40
Nb0.2Rr0.8,9.10
Nb2.739Ta0.261Al1,15.40
Ba2Ca4Cu6O12,95.00
La2Cu1O4.044,34.00
Cu5Ba2Ca3O,118.00
Sr1Si1.9Ni0.1,2.30
La1Fe0.985Zn0.015As1O0.85,6.01
La1Bi1S2F0.5O0.5,10.96
Hg0.8Cr0.2Ba2Ca2Cu3O8.1,110.00
Cu0.1Ti2Se2,2.95
Nd1Fe1As1O0.7,53.70
Bi2La4Pb1,2.30
La1.86Ba0.14Cu0.99Ni0.01O4,11.00
Th0.999U0.001,1.11
Ba1Fe1.974Mo0.026As2,12.50
Mg1B1.96F0.04,30.00
Pr0.9Nd0.1Os4Sb12,1.73
Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.5O,85.65
Fe2As2Ba4Sc3O7.5,11.00
Bi1.7Pb0.4Sr2Ca1.1Cu2.1Nd0.1O,83.15
Bi0.3Pb0.2La1.5Sr1Cu2O5.94,24.00
La0.988Tb0.012Al2,0.94
Mo0.95Hf0.05C0.65,8.81
Bi2Sr2Ca0.85Y0.15Cu1.96Zn0.04O8,71.60
Mo3S4Sn0.6,14.20
Hg1Ba1.8La0.2Cu1O,88.10
Mg1C1.25Ni3,7.40
V3Si0.25Ga0.75,8.10
C1.35Ti0.1Y0.9,10.70
Al0.5Ga0.5V3,12.90
Bi4Sr4Ca0.5Er1.5Cu4O16,1.50
Zr2Co0.9Ga0.1,5.72
La1.8Sr0.2Ca1Cu2O6.03,51.00
Y0.6Pr0.4Ba2Cu3O6.53,15.00
Hg1Ba2Cu0.99Mg0.01O4,94.00
La1.737Sr0.263Cu1O4,8.00
Nb1N1.25O0.25,11.90
Sm1Ba2Cu3O7.11,93.50
In0.87Te1,1.55
C3Er0.4Th1.6,8.20
Y1Ba2Cu2.919Zn0.081O6.8,24.00
Au0.41Ge0.59,2.20
Ca4Al2Fe2P2O5.8,17.00
Au1Pb2,4.42
La1.75Ca1.25Cu2O5.99,47.70
Ba0.584K0.416Bi1O3,28.80
B5Mo1.7Ta0.3,7.00
Hg0.65V0.35Sr2Ca0.75Nd0.25Cu2O,89.00
Tl1Ba2Ca3Cu4O,128.00
Co0.85Ni0.15Zr2,6.00
C0.148N0.638Ta1,12.01
K0.4Sr0.6Fe2As2,37.00
Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.90
Pt0.15Ta0.85,0.40
Ba1Rh2P2,1.00
Y0.8Ca0.2Ba0.75La0.25Cu3O,75.10
La1.922Ba0.078Cu1O4,27.00
Ca1Si3,4.25
Au0.915In0.085,0.03
In1,4.41
Ti0.5W0.5C1,6.70
Bi2Sr4Cu2C1O11,32.00
Ba2Ti2Fe1.96Cr0.04As4O1,15.70
Tl1.8Ba2Ca0.85Cu2.2O8,104.00
Tl0.6Ni0.4Ba2Ca2Cu3O9,109.00
Bi1.82Pb0.18Sr2Ca2Cu3O16,102.98
Pb0.63Cu2.27Sr1.9Cd0.1Y0.79Ca0.21O,45.00
Rh41Zr59,2.44
Fe0.008Mo99.992,0.65
Mo0.0006Re0.9994,1.70
Ag0.885Sb0.115,0.02
Ba8Si40Al6,5.60
Nd1Ba2Cu3O6.95,89.00
La1.2Ba1.8Cu3O7.2,27.00
Y1Re0.15Ba2Cu2.85O7.17,91.00
Ba1Rh2,6.00
Ni1Ta2,0.90
Y2Br2C2,5.05
Pt1Ta1,1.00
Nd1.85Ce0.15Cu0.96Mn0.04O4,21.00
La1.5Ba1.2Sr0.3Cu3O,38.00
Bi1.8Pb0.2Sr1.2La0.8Cu1O,24.90
Ga1Nb2.4V0.6,12.50
Bi2Sr2Ca0.59Gd0.41Cu2O,63.10
Fe0.3Ni0.7Zr2,2.02
Ca1Pb3,0.65
La1.1Ba1.4Sr0.5Cu3O6.954,50.10
Hg0.9Mo0.1Ba2Cu1O4.2,75.00
Be0.9Ni0.1,2.38
Ca0.4Na0.6Fe2As2,25.00
Ba0.5K0.5Fe1.92Mn0.08As2,15.00
La1.97Sr0.03Cu1O4.06,39.00
Y0.76Ca0.24Ba2Cu2.76Co0.24O6.84,85.00
H0.54Nb0.65Pd0.35,1.67
La1.7Nd0.15Ca1.15Cu2O6,11.00
Y1Ba2Cu4Li0.25O8,58.00
Zr1Ru1P0.85B0.15,6.40
Sr1.5Ba0.5Y1Cu2.8Ge0.2O7,25.00
La1.86Sr0.14Cu0.99Li0.01O4,38.25
V50Ti45Ta5,4.55
La1.788Sr0.213Cu1O4,23.00
In0.966Mg0.034,3.61
Y0.85Pr0.05Ca0.1Ba2Cu4O8,83.80
La1.78Sr0.22Cu0.92Ni0.08O4,21.00
Pb1Mo6S6Se2,5.40
Pb2Sr2Y0.6Ca0.4Cu3O8,79.10
La1.91Ce0.09Cu1O4,22.50
Y0.85Ca0.15Ba2Cu3O6.58,80.60
La1.5Pb0.5Cu1O,15.00
La1.812Nd0.038Sr0.026Ba0.124Cu1O4,31.10
Os0.7Re0.3,0.80
La1.92Ce0.08Cu1O4,15.00
Y1Sr2Cu2.6Fe0.4O7,37.00
Gd1Ba2Cu2.95Fe0.05O,89.10
Ba8Si41Al5,6.00
Tm1Ba2Cu3O6.44,28.00
Fe0.02Te0.85Se0.15,12.70
Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17.00
La0.92Tm0.08Ru3Si2,6.80
Rh15Ir2S15,3.50
Mo7Re13C1,8.10
La1.77Sr0.23Ca1Cu2O6.03,51.50
Nd1.5Ce0.5Sr2Cu2Nb1O10,24.20
N0.87H2.61Na1K2C60,11.00
Y1Ni1.85Cu0.15B2C1,13.00
Nb2.5Sn1V0.5,14.20
Bi1.8Pb0.4Sr2Ca2.2Cu3O,107.50
Mo1Te1.84S0.16,0.89
Al1Sr2Ca2Cu3O10.1,76.00
Lu2Ir2.91Rh0.09Si5,3.80
Y1Ba2Cu3O6.66,88.90
Ca0.4Ba1.35La1.25Cu3O7.08,68.60
Fe0.5Ba2Tm1Cu2.5O7.43,60.00
Ce0.1Nd0.9Bi1S2F0.5O0.5,4.68
Y1Ba2Cu2.9Fe0.1O6.929,71.00
La1.836Sr0.164Cu1O4,36.90
La0.4Nd0.6Ca1Ba1Cu3O7,63.00
Y1Ba2Cu2.88Zr0.12O7,84.00
La1Co1.4Fe0.6B2,4.00
La1Ni1As1F0.06O0.94,3.64
Ca1Fe0.95Rh0.05As1F1,3.81
Gd1Ba2Cu3O6.969,91.00
Nd1Ba2Cu2.99Ga0.01O7,81.20
Ir0.9Re0.1,0.34
Tl1Sr1.5Tb0.5Ca1Cu2O7,80.00
Nb3S4,4.00
Sb2Te3,7.24
Y1Pt2B2C1,10.50
Ir0.02Re0.98,1.97
Pb0.38Bi1.75Sr1.75Ca1.1Cu2O,89.00
Tl1Sr1.75Ce0.25Ca1Cu2O7,46.30
Nd1Fe0.97Mn0.03As1F0.11O0.89,11.90
Tl0.6Sr1.8Yb0.2Ca1Cu2.4O7,85.05
Ir0.1Rh0.1Os0.8,0.14
Bi2Ba1.8Ru0.2Cu1O6,95.00
Ba0.88La0.12Fe2As2,22.40
Ir2Y1,2.18
Hg1.46Cl1.46Bi2Sr2Ca1Cu2O,86.00
Tl1Sr2Ca1Cu2O6.76,21.00
Y1.968Lu0.032Fe3Si5,2.90
Sn0.798Ge0.042In0.16Te1,2.36
Y2Pd1Ge2.5Si0.5,3.30
Gd1Ba1.5Sr0.5Cu3O6.72,32.00
Fe0.98Zn0.02Se0.3Te0.7,12.00
Sm1.665Y0.185Ce0.15Cu1O4,10.00
Bi2Sr2Ca0.8Y0.2Cu2I1O8,75.00
Ho0.75Y0.25Ni2B2C1,10.20
Tl0.5Pb0.5Sr2Ca1Cu2.98Ni0.02O7,63.50
Zr0.935Lu0.065B12,4.77
Dy1Ba2Cu2.9Ni0.1O,81.80
Ge0.1Si0.9V3,14.40
Y1Ba2Cu2.6Fe0.4O,22.00
Y1Ba2Cu2.97Zn0.03O6.7,50.00
Bi1.8Pb0.3Sr2Ca2Cu2.97V0.03O,106.60
Bi2Sr1.3La0.7Cu1O6,20.00
Bi2.14F0.27S2O0.73,2.70
Gd1Ba1.85Pr0.15Cu3O7.09,55.80
Y3Ba5Cu4Nb1O18,77.30
Y0.8Ca0.2Ba0.5La0.5Cu3O,59.80
Tl1Sr2Ca0.65Th0.35Cu2O7,55.30
Ce1Co1In4.875Zn0.125,2.14
Nb2In1C1,7.50
La1Ba2Cu3O6.89,76.00
Nd1.85Th0.15Cu1O4,22.50
Ge3Rh5,2.12
Y0.925Ca0.075Ba2Cu4O8,83.80
Gd1Sr1.8Ba0.2Cu4O8,73.10
Er1Ba1Sr1Cu3O6.94,78.00
B1,11.00
Y0.7La0.3Ba2Cu3O6.92,83.00
Bi2Y3,2.25
Bi2Sr1.8Ca1Eu0.2Cu2O8.25,88.90
Ba0.816K0.184Fe2As2,12.00
Hg1Tl2Ba4Ca4Cu6O,122.00
C1.35Y1,10.00
P0.3Si0.7V3,14.75
C1Ba2.5Ca2.5Cu4O,113.00
La1.736Nd0.116Ba0.15Cu1O4,29.00
H0.37Mo0.1Nb0.72Pd0.18,4.44
Pd0.49Sb0.51,1.44
Gd0.6Pr0.15Ca0.25Ba2Cu3O7,61.50
Pr1Pt1.5Au0.6B2C1,6.00
Ca8.48Pr1.52Pt3Fe10As18,31.80
Co20Th80,3.80
Bi0.6Pb0.2S0.2Sr2Ca0.7Nd0.3Cu2O6.95,80.00
Ba1Fe1.866Pd0.134As2,7.16
Mg1B1.85C0.15,36.30
La1.4Ba1.5Ca0.1Cu3O6.943,40.00
Tc0.1W0.9,1.25
Ba0.75Na0.25Ti2Sb2O1,5.53
Ba1Fe1.88Ni0.12As2,18.60
Y1Ba2Cu2.85Ni0.075Zn0.075O7,58.00
Er0.72Gd0.28Rh4B4,2.50
Y1Ba2Cu2.8Cr0.2O7,87.50
Bi1.8Pb0.2Sr2Ca2Cu3O,107.00
Bi3Pb1Ca3Sr3Cu4O,105.00
Ce1Fe1As0.6P0.4F0.05O0.95,16.00
Nb3Al0.9B0.1,19.80
Hg0.5Bi0.5Sr1.25La0.75Cu1O5,27.00
Sr1Fe1.6Pt0.4As2,7.00
Mg1B1.5C0.5,28.30
Nb99.445O0.555,8.50
Ir0.73Os0.17Ru0.1,0.34
Y1.4Ce0.5Sr2.1Cu2.75S0.25O,20.00
Np1Pd5Al2,5.00
V0.5Sr2.3Ca4.7Cu6.5O15.5,75.00
Y1Ba2Cu2.97Zn0.03O6.85,77.00
B5Nb1.8Th0.2,7.00
K0.86Fe2Se1.82,31.10
Bi2Sr2Ca1Cu2O8.14,81.00
Y1Ni1.8Pd0.2B2C1,14.00
La1.75Sr0.25Cu1O3.921,19.60
Bi1.8Sr2Ca2Cu3O,95.00
K1Bi1O3,10.20
Nb0.93Tc0.07,7.00
Ir0.287O0.14Ti0.578,5.50
Ir1U1,0.14
Ce1Bi1S2F0.45O0.55,2.29
Pb1.8Bi0.2Sr1.1La0.9Cu2O6,24.00
Y1Ba2Cu2.97Al0.03O,81.00
Ba1Fe1.76Co0.24As2,5.10
Ba4Ca4Si46,3.70
Ga23.6V76.4,14.60
La2Cu0.99Zn0.01O4.099,29.30
Y1Pd2Si2,1.10
Eu0.7Pr0.3Ba2Cu3O7,53.80
Nb96.5O3.5,6.13
Y0.6Pr1.4Ba4Cu7O15,10.00
Sm1Ba2Cu3O6.89,90.00
Y1Ba1.95La0.05Cu3O6.9,99.00
Sn0.025V0.975,3.16
Sm1Rh4B4,2.72
Er1Ba2Cu2.85Zn0.15O7,86.00
Cu1Ir1.8Pt0.2Se4,1.06
La1Ni1Si1,1.23
Tl2Ba2Ca2Cu3O9.841,110.00
Ca1Ni1B1N1,2.08
Dy1Ba1.6Sr0.4Cu3O6.89,80.60
Os0.1W0.9,1.50
La1Ba1Ca1Cu2.9P0.1O7.4,20.00
Ir0.265O0.085Zr0.65,2.30
Nb2S1C0.9,5.00
Mo6Se7Cl1,6.52
Hf0.32Ta0.68,6.68
Bi2Sr2Ca1Cu2O8.21,90.60
C0.42Mo1,2.80
V2Hf0.9Ta0.1,9.82
Lu1B2C2,2.40
Y1Ba2Cu2.9Ni0.1O6.92,81.00
Nd1F0.3Bi1S2O0.7,4.70
Yb1Ba1.7Sr0.3Cu3O6.9,81.00
Pb2Cu0.9La1.1Cu2O7.42,18.10
Y1Ba2Cu2.97Zn0.03O6.77,67.00
La1.909Ce0.091Cu1O4,30.30
Tl1Sr2.5Ba1.5Cu2Co3O,64.00
U1Ni2Al3.02,1.14
Tm1.4Y3.6Rh6Sn18,3.14
V2.7Nb0.3Si1,12.80
Ba0.805K0.195Fe1.738Co0.262As2,14.00
Nd0.8Pr0.2Ba2Cu3O6.85,30.20
Ca9.06Gd0.94Pt3Fe10As18,25.00
Hg1.4Tl0.6Ba2Y0.6Ca0.4Cu2O7.78,84.60
La1.25Ca0.15Ba1.6Cu3O7.052,45.60
Y2C2Br0.5!1.5,11.60
Ca0.4La0.6Ba1.35La0.65Cu2.85Ni0.15O,45.70
Ce1Fe1As1F0.11O0.89,47.00
Hg1Tl1Ba2Ca1Cu2O8,53.00
Ca7.16Ce2.84Pt3Fe10As18,18.90
La3Ca0.9Cd0.1Ba3Cu7O16.611,77.50
Bi1.97Sr1.56La0.45Cu1.02O6,13.00
Fe1.02Te0.5Se0.4S0.1,13.00
Tl0.5Ba2Ca1Be1Cu2Ni1.5O10,104.00
B105,1.50
Al6Re1,1.85
Y0.8Pr0.2Ba1Sr1Cu3O6.9,79.40
Mg0.815Al0.185B2,25.30
Li1Cu2P2,3.70
Y1Ba2Cu3F0.15O6.7,89.50
Co0.15Ti0.85,3.80
Pr2Ba4Cu7O14.74,15.50
Ge1.78La1,1.57
V3Ga0.957Ge0.043,13.10
Cr0.38Re0.62,4.10
In0.62Tl0.38,2.76
Ca2.5Co0.5Rh4Sn13,6.41
Y1Ba2Cu2.79Zn0.21O6.95,20.00
Nd1Fe1As1O0.9,46.90
La1.8Sr0.2Cu0.9928Zn0.0072O4,27.00
Nd1.05Ba1.95Cu3O7,91.90
Nb0.991Ta0.009,8.87
Mo64Ru16P20,7.31
Al1V3,10.30
Ta1S1Se1,3.36
Y1Ba2Cu2.85Ni0.15O6.84,75.00
Tb1Ni0.74Bi1.9,4.20
Os0.232Re0.768,1.67
Y0.4Pr0.6Ba2Cu3O6.95,9.00
Ga1Sb1,5.90
Y0.5Pr0.5Ba2Cu3O6.95,28.20
Pd50.745Mo0.255Sb49,1.67
Er0.2Y0.8Pd2Sn1,4.38
Ba0.76Na0.24Fe2As2,15.90
Y1Ba1.9Cu3O,96.00
Hf0.9Ta0.1V2,9.49
Bi1In2,5.87
Nd0.7Ca0.3Ba0.6La0.4Cu3O6.79,75.00
Al0.1Ga0.9V3,13.90
La1.75Nd0.125Sr0.125Cu1O4,17.50
Gd0.91La0.89Sr0.2Cu1O4,13.50
Ce1Co0.5Ir0.5In5,0.64
Na0.75Co0.9995Ir0.0005H2.6O3.3,4.59
La1.82Sr0.18Cu0.98Zn0.02O4,17.90
Cu0.5N0.25C0.25Sr2Ca3Cu4O,113.00
C1Ru1,2.04
Sr0.5La0.5F1Bi1S2,2.80
Tl1.7Hg0.3Ba2Ca1Cu2O,108.00
Nd0.9Pr0.1Ba2Cu3O6.75,35.90
Au0.12Zr0.88,2.78
Bi2Sr2Ca1Cu1.994Fe0.006O8,81.50
Y1Ba2Cu2.85Zn0.036Ga0.114O7,55.10
In1La3,9.95
P0.2Si0.8V3,16.60
Au0.9In0.1,0.08
Pt0.5W0.5,1.45
La0.9462Ce0.0538Sn3,1.86
Y0.95Cs0.05Ba2Cu3O6.61,92.45
Y0.8Pr0.2Ba2Cu2.7Fe0.3O7.1,25.00
La1.8Sr0.2Cu0.983Zn0.017O4,19.80
Co0.038Mo99.962,0.22
Gd0.95Ca0.05Ba2Cu3O7,81.90
Y0.7Pr0.3Ba2Cu3O6.965,55.00
Zr33.3V59.25Nb7.35,6.30
Bi2Sr2Ca1Cu1.98Zn0.02O8,79.00
Hg0.7V0.3Ba1.5Sr0.5Cu1O4.6,85.00
Y0.775Ba1.925Ca0.3Cu3O,81.00
Ru0.95Ir0.05Sr2Gd1Cu2O8,32.50
Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,80.00
Nb1Se0.25Te0.75,4.40
Y1Ni1.9Ru0.1B2C1,7.00
Lu0.8Ho0.2Ru1B2,6.46
Ba2Ca2Cu3F1.2O6.8,120.00
Th1As1Fe1N1,30.00
Mg0.8Na0.2B2,38.00
Tb0.6Pr0.4Ba2Cu3O,43.00
Gd0.12Pr1.73Ce0.15Cu1O4,15.80
Y1Ba1Sr1Cu2.5B0.5O,41.20
M0.125Ta1S2,2.00
In0.71V6S8,5.40
Y1Ba2Cu2.95Fe0.05O6.79,67.60
Mg0.55Al0.225Li0.225B2,25.60
La1.65Ca0.15Nd0.2Cu1O4,30.00
Y1Ba2Cu3.939Ni0.061O8,63.50
Cu0.03Ta1S2,3.79
Sm1Fe1As1H0.19O0.81,55.30
La1.8Sr0.2Cu0.965Ni0.035O4,14.03
La2Ba4Cu6O13.8,65.00
Rh27Zr73,3.57
Mo0.99Mn0.01Ga4,3.94
Sb0.28Tl0.72,5.20
Tl1Sr2Ca0.65Ce0.35Cu2O7,60.00
Y0.85Ca0.15Ba2Cu2.85Ni0.15O6.85,67.00
Pd0.95Te2,1.89
Sm1Ba2Cu3O6.944,94.00
Ga0.01Sn0.99,3.73
Ho0.15Lu0.85Ni2B2C1,15.10
Nb3In0.5Zr0.5,6.40
Y0.9La0.1B6,6.80
La1Fe0.875Co0.125As1O1,6.60
V50Ti45Zr5,7.00
